State_Name,Year,Data.DHS Denominator,Data.Number of Firms,Data.Calculated.Net Job Creation,Data.Calculated.Net Job Creation Rate,Data.Calculated.Reallocation Rate,Data.Establishments.Entered,Data.Establishments.Entered Rate,Data.Establishments.Exited,Data.Establishments.Exited Rate,Data.Establishments.Physical Locations,Data.Firm Exits.Count,Data.Firm Exits.Establishment Exit,Data.Firm Exits.Employments,Data.Job Creation.Births,Data.Job Creation.Continuers,Data.Job Creation.Count,Data.Job Creation.Rate,Data.Job Creation.Rate/Births,Data.Job Destruction.Continuers,Data.Job Destruction.Count,Data.Job Destruction.Deaths,Data.Job Destruction.Rate,Data.Job Destruction.Rate/Deaths,Data.Population,Data.Labor.Force.Percentage,Data.Employment.Percentage,Data.Labor.Force,Data.Employment,Data.Unemployment,Data.Unemployment.Rate
Minnesota,2016,2601233,102274,49394,1.899,20.415,12024,9.054,9942,7.486,133843,6536,6661,43937,95662,219256,314918,12.106,3.678,183536,265524,81988,10.208,3.152,4318608,70,67.3,3023110,2906348,116762,3.9
Minnesota,2017,2638984,102576,33500,1.269,22.466,11522,8.593,11036,8.23,134332,6681,6840,41525,107293,222643,329936,12.502,4.066,202897,296436,93539,11.233,3.545,4379847,70.1,67.7,3071006,2963830,107176,3.5
Minnesota,2018,2675683,102125,39667,1.482,20.543,10638,7.94,11193,8.354,133708,6859,7040,47744,81437,233065,314502,11.754,3.044,183298,274835,91537,10.272,3.421,4418073,69.6,67.5,3075090,2982658,92432,3
Minnesota,2019,2694615,102052,1615,0.06,20.366,10770,8.044,10416,7.779,134072,6844,6997,41713,82989,193012,276001,10.243,3.08,195953,274386,78433,10.183,2.911,4453257,69.9,67.6,3111674,3009672,102002,3.3
Minnesota,2020,2701107,101688,10521,0.39,19.859,11044,8.241,11180,8.343,133942,6962,7190,41765,78652,200074,278726,10.319,2.912,187401,268205,80804,9.929,2.992,4476240,69.7,65.4,3122016,2926644,195372,6.3
Minnesota,2021,2648509,102807,-117303,-4.429,20.46,12409,9.228,11333,8.428,135011,6938,7144,38631,78084,192859,270943,10.23,2.948,303466,388246,84780,14.659,3.201,4492848,67.9,65.3,3049037,2935653,113384,3.7
Minnesota,2022,2641171,103571,103339,3.913,21.716,13180,9.728,12196,9.001,135981,8207,8494,44552,92381,297731,390112,14.77,3.498,189402,286773,97371,10.858,3.687,4504975,68.2,66.4,3071450,2992787,78663,2.6
Mississippi,1978,583954,35818,47267,8.094,26.296,6420,15.559,5010,12.142,41966,3508,3532,17157,42748,81296,124044,21.242,7.32,46207,76777,30570,13.148,5.235,1722000,58.7,54.7,1010650,942275,68375,6.8
Mississippi,1979,619036,37030,21035,3.398,28.642,6148,14.382,4776,11.173,43433,3426,3454,17473,37334,72353,109687,17.719,6.031,58138,88652,30514,14.321,4.929,1748333,58.5,55.1,1022603,964059,58544,5.7
Mississippi,1980,624327,37398,-9889,-1.584,29.787,5702,13.045,5176,11.842,43972,3804,3833,18141,34302,58681,92983,14.893,5.494,72162,102872,30710,16.477,4.919,1771000,59.3,54.9,1050404,972664,77740,7.4
Mississippi,1981,619655,37030,-2059,-0.332,28.954,5236,11.925,5329,12.137,43861,4074,4123,18263,32090,57619,89709,14.477,5.179,65995,91768,25773,14.81,4.159,1794583,58.8,53.8,1054711,964835,89876,8.5
Mississippi,1982,613099,35986,-15444,-2.519,27.798,5020,11.556,5893,13.566,43003,4178,4207,20890,31744,53470,85214,13.899,5.178,67687,100658,32971,16.418,5.378,1814083,58.7,52.3,1065524,948489,117035,11
Mississippi,1983,594906,36289,-17750,-2.984,30.031,5565,12.941,5556,12.92,43007,3620,3671,17091,32270,57057,89327,15.015,5.424,65035,107077,42042,17.999,7.067,1825750,58.7,51.7,1071360,943119,128241,12
Mississippi,1984,611049,38387,49196,8.051,23.346,6922,15.636,4436,10.02,45514,3349,3379,15430,45824,74699,120523,19.724,7.499,48002,71327,23325,11.673,3.817,1840417,59,52.7,1085823,970617,115206,10.6
Mississippi,1985,640810,38400,9842,1.536,30.247,5998,13.149,5802,12.72,45713,4179,4236,22754,38344,68412,106756,16.66,5.984,59325,96914,37589,15.124,5.866,1864583,60.2,53.9,1122529,1005323,117206,10.4
Mississippi,1986,658972,38898,22953,3.483,30.307,6022,13.073,5319,11.547,46416,3726,3778,19514,42510,80300,122810,18.637,6.451,66219,99857,33638,15.153,5.105,1868583,61.6,54.6,1150627,1019567,131060,11.4
Mississippi,1987,675323,38963,3482,0.516,33.942,6164,13.239,5911,12.696,46686,4042,4093,21835,47119,70973,118092,17.487,6.977,73113,114610,41497,16.971,6.145,1877167,61.3,55.1,1151209,1035217,115992,10.1
Mississippi,1988,690572,39134,21104,3.056,29.414,6105,13.003,5703,12.147,47151,3903,3956,22958,52014,70653,122667,17.763,7.532,62609,101563,38954,14.707,5.641,1885667,60.7,55.5,1144961,1047187,97774,8.5
Mississippi,1989,709742,39491,16598,2.339,28.155,6100,12.842,5401,11.37,47850,3800,3866,21518,43167,73345,116512,16.416,6.082,63299,99914,36615,14.078,5.159,1893583,61.4,56.6,1163521,1071801,91720,7.9
Mississippi,1990,728225,39969,19592,2.69,26.547,5999,12.453,5371,11.15,48486,3901,3988,21281,42176,74078,116254,15.964,5.792,62532,96662,34130,13.274,4.687,1894246,62.2,57.5,1178449,1089126,89323,7.6
Mississippi,1991,739963,39787,1613,0.218,30.348,5926,12.189,5545,11.405,48809,3891,3941,22930,43969,69926,113895,15.392,5.942,76354,112282,35928,15.174,4.855,1915135,61.8,56.6,1183892,1084601,99291,8.4
Mississippi,1992,745373,40008,12499,1.677,27.726,5446,11.138,5213,10.662,49012,3464,3533,19548,33539,82291,115830,15.54,4.5,68454,103331,34877,13.863,4.679,1928941,61.8,56.9,1192623,1097400,95223,8
Mississippi,1993,763995,41045,33298,4.358,25.892,5875,11.851,4745,9.571,50140,3353,3393,23130,46896,85308,132204,17.304,6.138,61399,98906,37507,12.946,4.909,1950747,62.2,58,1212765,1131370,81395,6.7
Mississippi,1994,804863,41672,41168,5.115,25.04,5968,11.792,5227,10.328,50981,3799,3883,19799,52984,88952,141936,17.635,6.583,67747,100768,33021,12.52,4.103,1975803,62.9,59,1243756,1165206,78550,6.3
Mississippi,1995,839640,42520,35559,4.235,25.395,6132,11.896,4981,9.663,52121,3587,3691,21963,53603,88569,142172,16.933,6.384,69471,106613,37142,12.697,4.424,2002192,62.7,58.8,1254599,1176966,77633,6.2
Mississippi,1996,851870,42932,6445,0.757,29.088,6114,11.665,5205,9.931,52866,3796,3861,24640,53845,76498,130343,15.301,6.321,81508,123898,42390,14.544,4.976,2025415,62.4,58.6,1263385,1187620,75765,6
Mississippi,1997,872440,43258,23560,2.7,28.071,6223,11.699,5580,10.49,53514,3869,3923,21507,47860,98152,146012,16.736,5.486,83550,122452,38902,14.036,4.459,2046888,62.2,58.6,1272835,1200405,72430,5.7
Mississippi,1998,924386,43704,26512,2.868,24.57,5957,11.036,5401,10.006,54254,3732,3818,22444,46715,93357,140072,15.153,5.054,74242,113560,39318,12.285,4.253,2067694,61.7,58.5,1276022,1208993,67029,5.3
Mississippi,1999,939117,43769,4759,0.507,28,5949,10.928,5651,10.381,54586,3930,4005,23946,44108,92126,136234,14.507,4.697,82798,131475,48677,14,5.183,2084667,61.6,58.4,1283790,1218258,65532,5.1
Mississippi,2000,949873,43263,11845,1.247,25.696,5589,10.245,5695,10.439,54503,3852,3949,22525,47812,86073,133885,14.095,5.034,79986,122040,42054,12.848,4.427,2096381,62.5,59.1,1309882,1239841,70041,5.3
Mississippi,2001,939678,42663,-37269,-3.966,26.482,5598,10.317,6055,11.16,54030,3844,4008,29107,48217,76205,124422,13.241,5.131,101487,161691,60204,17.207,6.407,2104190,61.5,58.1,1294733,1223536,71197,5.5
Mississippi,2002,919285,42929,-11916,-1.296,31.038,6212,11.421,5800,10.664,54597,3556,3625,24973,57146,85518,142664,15.519,6.216,102331,154580,52249,16.815,5.684,2111954,61.1,57.2,1290793,1207799,82994,6.4
Mississippi,2003,915146,43271,3627,0.396,29.834,5839,10.653,5389,9.832,55034,3518,3565,21611,49419,90721,140140,15.313,5.4,91148,136513,45365,14.917,4.957,2120642,61.5,57.7,1304578,1224551,80027,6.1
Mississippi,2004,923651,43657,13432,1.454,26.071,5638,10.191,5064,9.154,55609,3405,3466,19538,45571,88262,133833,14.49,4.934,79378,120401,41023,13.035,4.441,2135239,61.6,57.8,1314982,1234123,80859,6.1
Mississippi,2005,927949,43686,-4687,-0.505,26.917,5749,10.311,5452,9.778,55905,3576,3650,22619,43049,81838,124887,13.458,4.639,86985,129574,42589,13.963,4.59,2143324,61.5,56.8,1317407,1217359,100048,7.6
Mississippi,2006,936723,43369,18206,1.944,27.692,6272,11.209,6174,11.033,56006,3977,4050,21447,54665,93240,147905,15.79,5.836,87290,129699,42409,13.846,4.527,2148646,59.6,55.8,1280618,1199290,81328,6.4
Mississippi,2007,942349,44105,-5971,-0.634,27.82,6454,11.415,5276,9.332,57127,3528,3597,19820,41669,89412,131081,13.91,4.422,96330,137052,40722,14.544,4.321,2171648,59.6,55.9,1293338,1213549,79789,6.2
Mississippi,2008,940260,43626,4984,0.53,26.938,5328,9.348,5543,9.725,56889,3802,3892,20863,42046,89582,131628,13.999,4.472,84574,126644,42070,13.469,4.474,2186906,59.1,55.2,1293375,1206858,86517,6.7
Mississippi,2009,924777,42678,-45583,-4.929,22.751,4694,8.294,5763,10.183,56058,3909,4040,27355,44033,61164,105197,11.375,4.761,106181,150780,44599,16.304,4.823,2199696,57.7,52.3,1268505,1149831,118674,9.4
Mississippi,2010,891913,42136,-19890,-2.23,21.481,4505,8.073,5037,9.026,55538,3308,3395,18466,32325,63469,95794,10.74,3.624,83200,115684,32484,12.97,3.642,2228132,58.8,52.8,1309128,1176938,132190,10.1
Mississippi,2011,887797,41745,11384,1.282,21.787,4668,8.415,4801,8.655,55406,3158,3292,16906,34138,73960,108098,12.176,3.845,67898,96714,28816,10.894,3.246,2245128,60,54.1,1345990,1214638,131352,9.8
Mississippi,2012,896103,41381,5797,0.647,21.4,4383,7.935,4670,8.454,55094,2987,3051,14954,29754,71927,101681,11.347,3.32,69616,95884,26268,10.7,2.931,2254011,59,53.8,1330450,1213245,117205,8.8
Mississippi,2013,896718,41110,3342,0.373,21.063,4258,7.75,4418,8.041,54861,2906,2954,16991,29757,68022,97779,10.904,3.318,66879,94437,27558,10.531,3.073,2264123,56.2,51.4,1273057,1164832,108225,8.5
Mississippi,2014,903385,41073,10336,1.144,19.665,4414,8.029,4214,7.665,55075,2811,2865,14425,31271,67891,99162,10.977,3.462,63100,88826,25726,9.833,2.848,2272489,54.7,50.6,1243934,1149277,94657,7.6
Mississippi,2015,917186,40893,17769,1.937,20.845,4308,7.822,4317,7.838,55071,2858,2914,16397,42558,70803,113361,12.36,4.64,68715,95592,26877,10.422,2.93,2278953,55.3,51.7,1260015,1178018,81997,6.5
Mississippi,2016,932576,40916,12217,1.31,20.67,4447,8.053,4161,7.535,55363,2706,2780,14157,33812,74785,108597,11.645,3.626,68469,96380,27911,10.335,2.993,2285176,55.7,52.3,1271836,1196241,75595,5.9
Mississippi,2017,936125,40820,2947,0.315,22.475,4406,7.961,4414,7.976,55338,2754,2828,15007,32283,75863,108146,11.553,3.449,73840,105199,31359,11.238,3.35,2284344,55.7,52.8,1272685,1206102,66583,5.2
Mississippi,2018,942460,40785,1842,0.195,21.874,4263,7.704,4277,7.729,55330,2701,2800,16292,30916,74004,104920,11.133,3.28,72876,103078,30202,10.937,3.205,2280313,55.6,52.9,1268040,1205342,62698,4.9
Mississippi,2019,950440,40778,13661,1.437,18.853,4213,7.602,4060,7.326,55496,2802,2841,14635,31727,71525,103252,10.864,3.338,63931,89591,25660,9.426,2.7,2280145,56.1,53,1278958,1208541,70417,5.5
Mississippi,2020,954703,40405,-5011,-0.525,20.714,4236,7.653,4528,8.181,55204,2846,2875,16079,30383,68497,98880,10.357,3.182,71730,103891,32161,10.882,3.369,2276298,54.7,50.3,1244316,1145184,99132,8
Mississippi,2021,942421,40955,-19754,-2.096,21.476,5009,9.045,4655,8.406,55553,2795,3130,14460,31814,69382,101196,10.738,3.376,92013,120950,28937,12.834,3.07,2273021,55.1,52.1,1251894,1183867,68027,5.4
Mississippi,2022,937943,41077,10034,1.07,24.188,5200,9.344,4997,8.979,55753,3425,3543,17793,33881,89590,123471,13.164,3.612,79449,113437,33988,12.094,3.624,2272381,54.9,52.8,1248093,1200234,47859,3.8
Missouri,1978,1526711,81214,122817,8.045,25.144,13714,14.422,10877,11.439,96508,7433,7573,37272,97078,217677,314755,20.617,6.359,119614,191938,72324,12.572,4.737,3581750,63.2,60.1,2263749,2152914,110835,4.9
Missouri,1979,1631026,83847,73212,4.489,24.875,13029,13.276,10335,10.531,99486,7336,7423,37808,84137,191935,276072,16.926,5.159,135042,202860,67818,12.438,4.158,3620750,63.7,60.6,2305682,2195930,109752,4.8
Missouri,1980,1658694,83801,-20113,-1.213,27.642,11519,11.57,11423,11.474,99603,8230,8326,38616,78538,150708,229246,13.821,4.735,175655,249359,73704,15.033,4.443,3660917,63.7,59.2,2332959,2165751,167208,7.2
Missouri,1981,1642171,83658,-8104,-0.493,28.875,11638,11.675,11290,11.326,99857,8189,8306,41192,93354,143735,237089,14.438,5.685,167984,245193,77209,14.931,4.702,3687250,63,58.2,2324577,2144992,179585,7.7
Missouri,1982,1625141,81840,-22058,-1.357,28.835,11136,11.23,12581,12.688,98437,8820,8938,43941,83896,150408,234304,14.417,5.162,177049,256362,79313,15.775,4.88,3702167,62.9,57,2327275,2111562,215713,9.3
Missouri,1983,1608553,83976,-13149,-0.817,30.677,12911,12.974,10908,10.961,100519,7424,7555,39616,82210,164515,246725,15.338,5.111,178524,259874,81350,16.156,5.057,3728167,63.3,57,2359711,2125008,234703,9.9
Missouri,1984,1646316,86774,96370,5.854,25.062,14282,13.984,11171,10.938,103688,8112,8217,42119,101150,201521,302671,18.385,6.144,133994,206301,72307,12.531,4.392,3756417,63.3,58.6,2376245,2200916,175329,7.4
Missouri,1985,1716762,88146,45975,2.678,28.648,13840,13.254,12330,11.808,105176,8900,9040,57548,99708,192173,291881,17.002,5.808,137791,245906,108115,14.324,6.298,3777667,64.6,60.3,2438500,2276927,161573,6.6
Missouri,1986,1768883,89911,59494,3.363,28.966,14769,13.866,11970,11.238,107909,8547,8764,54029,119691,195992,315683,17.846,6.766,163493,256189,92696,14.483,5.24,3821750,65.6,61.4,2505407,2345518,159889,6.4
Missouri,1987,1825941,91543,49847,2.73,32.408,15275,13.987,12759,11.684,110463,8752,8908,57586,136731,208992,345723,18.934,7.488,185916,295876,109960,16.204,6.022,3866583,66.1,61.9,2555877,2395244,160633,6.3
Missouri,1988,1854291,93142,30148,1.626,30.731,14883,13.308,12471,11.151,113044,8700,8841,52086,116420,198648,315068,16.991,6.278,183578,284920,101342,15.365,5.465,3897000,66.5,62.7,2590805,2443392,147413,5.7
Missouri,1989,1903181,95145,67242,3.533,27.942,14803,12.936,12174,10.638,115748,8601,8833,57686,110016,223116,333132,17.504,5.781,170151,265890,95739,13.971,5.03,3910500,67.2,63.5,2627403,2482227,145176,5.5
Missouri,1990,1960342,96753,44319,2.261,26.646,14067,12.051,12172,10.428,117674,8605,8827,51330,108888,196609,305497,15.584,5.555,176088,261178,85090,13.323,4.341,3861197,67.5,63.5,2607053,2452698,154355,5.9
Missouri,1991,1954152,96092,-31405,-1.607,28.669,14123,11.974,13215,11.204,118402,9251,9519,64496,114193,165928,280121,14.335,5.844,202425,311526,109101,15.942,5.583,3892925,67.6,63.2,2633463,2460843,172620,6.6
Missouri,1992,1965575,96594,21357,1.087,27.541,13317,11.23,12717,10.724,118885,8236,8415,43526,97898,194126,292024,14.857,4.981,181053,270667,89614,13.77,4.559,3921321,67.4,63.2,2642439,2479416,163023,6.2
Missouri,1993,1988319,98721,30366,1.527,26.389,13479,11.251,11600,9.683,120739,7852,8028,46581,93004,199712,292716,14.722,4.678,179378,262350,82972,13.195,4.173,3962466,67.8,63.6,2686624,2519588,167036,6.2
Missouri,1994,2038978,100779,57868,2.838,25.75,14650,11.989,12140,9.935,123447,8542,8759,50563,106759,213631,320390,15.713,5.236,169494,262522,93028,12.875,4.562,4006945,68.4,64.9,2740827,2598977,141850,5.2
Missouri,1995,2100061,102733,68434,3.259,25.584,14709,11.797,12197,9.782,125940,8637,8859,50576,109722,227348,337070,16.05,5.225,176210,268636,92426,12.792,4.401,4048757,70.1,66.8,2839875,2703585,136290,4.8
Missouri,1996,2124347,103387,34139,1.607,26.973,14215,11.25,12236,9.683,127349,8894,9045,50051,112596,208045,320641,15.094,5.3,195793,286502,90709,13.487,4.27,4091569,70.7,67.4,2893926,2757151,136775,4.7
Missouri,1997,2180130,103350,65053,2.984,27.487,14198,11.138,14012,10.992,127571,9571,9861,55185,118239,246443,364682,16.728,5.423,196635,299629,102994,13.744,4.724,4132214,70.9,67.8,2930806,2803232,127574,4.4
Missouri,1998,2269867,104446,36693,1.617,26.176,13829,10.744,12608,9.796,129321,8452,8643,47227,117607,216168,333775,14.705,5.181,206002,297082,91080,13.088,4.013,4165026,70.7,67.9,2946188,2827027,119161,4
Missouri,1999,2311822,104636,37047,1.603,26.555,13626,10.501,12830,9.888,130156,8634,8832,48897,111408,232589,343997,14.88,4.819,199241,306950,107709,13.277,4.659,4201421,70.1,67.9,2946949,2852074,94875,3.2
Missouri,2000,2357309,104661,43407,1.841,26.382,13454,10.307,12822,9.822,130854,8638,8841,48839,113735,240619,354354,15.032,4.825,209672,310947,101275,13.191,4.296,4235660,70.2,67.8,2971441,2870458,100983,3.4
Missouri,2001,2373575,103460,-8646,-0.364,27.866,12658,9.703,13307,10.2,130131,8665,8892,53732,114053,216660,330713,13.933,4.805,220439,339359,118920,14.297,5.01,4272691,69.9,66.8,2987905,2853157,134748,4.5
Missouri,2002,2361022,104204,-45581,-1.931,31.514,15660,11.946,14473,11.04,131687,8675,8912,71293,151180,220843,372023,15.757,6.403,275286,417604,142318,17.687,6.028,4310430,69.2,65.5,2981097,2823361,157736,5.3
Missouri,2003,2354432,105851,33697,1.431,26.282,15272,11.517,13330,10.053,133574,8672,8897,49551,103358,239734,343092,14.572,4.39,206883,309395,102512,13.141,4.354,4346056,68.6,64.8,2983337,2814661,168676,5.7
Missouri,2004,2386989,108337,25793,1.081,26.649,15965,11.827,13130,9.726,136410,8802,8923,50080,120499,223348,343847,14.405,5.048,203916,318054,114138,13.324,4.782,4386582,68.3,64.3,2995924,2819803,176121,5.9
Missouri,2005,2396663,110190,-7523,-0.314,25.776,16045,11.652,13464,9.777,138998,9316,9482,51485,111885,196993,308878,12.888,4.668,227304,316401,89097,13.202,3.718,4435045,67.9,64.2,3011096,2847795,163301,5.4
Missouri,2006,2418115,109544,52245,2.161,25.2,16434,11.784,15456,11.083,139948,11055,11263,52512,132282,224641,356923,14.76,5.47,204507,304678,100171,12.6,4.143,4487608,67.7,64.4,3036656,2888798,147858,4.9
Missouri,2007,2439484,108891,-10075,-0.413,27.481,15228,10.875,14873,10.622,140203,9900,10098,52292,115595,219600,335195,13.74,4.739,236746,345270,108524,14.153,4.449,4532828,67.5,64,3058119,2902504,155615,5.1
Missouri,2008,2437987,107132,11341,0.465,26.152,13362,9.579,14607,10.471,138873,9805,9939,47735,111462,218667,330129,13.541,4.572,217993,318788,100795,13.076,4.134,4576051,67,62.8,3065251,2875600,189651,6.2
Missouri,2009,2388606,104476,-109088,-4.567,21.916,12093,8.779,15214,11.044,136196,10098,10294,59142,91230,170515,261745,10.958,3.819,257635,370833,113198,15.525,4.739,4610127,66.4,60.4,3061704,2784890,276814,9
Missouri,2010,2306071,103558,-57837,-2.508,22.192,13060,9.623,13996,10.313,135247,8817,9056,44000,91706,164176,255882,11.096,3.977,229779,313719,83940,13.604,3.64,4629450,65.7,59.5,3043249,2753910,289339,9.5
Missouri,2011,2278063,101380,275,0.012,22.112,12341,9.196,13392,9.979,133671,9052,9252,41371,76418,175716,252134,11.068,3.355,176722,251859,75137,11.056,3.298,4648959,65.2,59.6,3032960,2770662,262298,8.6
Missouri,2012,2295707,101253,33385,1.454,22.21,12709,9.517,12944,9.693,133418,8205,8570,39103,84801,203526,288327,12.559,3.694,176006,254942,78936,11.105,3.438,4670471,64.3,59.7,3004347,2789025,215322,7.2
Missouri,2013,2332010,103148,32509,1.394,21.084,13776,10.224,12096,8.977,135583,7662,7825,38095,87511,190842,278353,11.936,3.753,166927,245844,78917,10.542,3.384,4690656,64.2,59.8,3011198,2807115,204083,6.8
Missouri,2014,2374906,105386,51874,2.184,19.713,14935,10.887,12238,8.921,138533,8064,8175,38062,85670,200289,285959,12.041,3.607,160575,234085,73510,9.857,3.095,4713011,64.4,60.4,3035599,2848571,187028,6.2
Missouri,2015,2422981,107635,45577,1.881,21.89,15469,11.05,12750,9.108,141351,8205,8413,42396,106063,204712,310775,12.826,4.377,177712,265198,87486,10.945,3.611,4735158,64.6,61.3,3057859,2901467,156392,5.1
Missouri,2016,2473127,109842,55449,2.242,19.672,15786,11.029,12350,8.628,144852,8346,8470,41627,97727,200981,298708,12.078,3.952,168561,243259,74698,9.836,3.02,4755612,64.6,61.7,3072904,2933457,139447,4.5
Missouri,2017,2506099,109976,29751,1.187,23.47,14606,10.098,14394,9.952,144745,8973,9181,46467,101946,221893,323839,12.922,4.068,192199,294088,101889,11.735,4.066,4775175,63.9,61.6,3053526,2939306,114220,3.7
Missouri,2018,2521273,104127,9249,0.367,22.993,13408,9.666,13397,9.658,138725,8760,8909,43485,90532,208572,299104,11.863,3.591,199956,289855,89899,11.496,3.566,4791474,63.6,61.6,3048449,2949963,98486,3.2
Missouri,2019,2535182,104433,19083,0.753,20.352,13351,9.625,12182,8.782,139293,8141,8262,40450,84996,192065,277061,10.929,3.353,175022,257978,82956,10.176,3.272,4812110,63.9,61.8,3073523,2973662,99861,3.2
Missouri,2020,2555238,103283,20893,0.818,20.691,12694,9.176,12719,9.194,138331,8282,8493,41025,104745,180495,285240,11.163,4.099,184891,264347,79456,10.345,3.11,4826935,62.7,58.8,3025785,2839617,186168,6.2
Missouri,2021,2515679,104279,-92424,-3.674,21.476,13749,9.924,12648,9.129,139098,8070,8340,45119,88860,181271,270131,10.738,3.532,272208,362555,90347,14.412,3.591,4847030,62.5,59.9,3028635,2902841,125794,4.2
Missouri,2022,2516775,104415,90267,3.587,23.222,14305,10.274,13566,9.744,139600,9448,9734,46302,106814,275671,382485,15.197,4.244,201921,292218,90297,11.611,3.588,4866531,62.4,60.8,3036611,2957352,79259,2.6
Montana,1978,186901,17368,22999,12.305,30.119,3354,17.403,2302,11.945,19798,1645,1651,7442,16828,34317,51145,27.365,9.004,14806,28146,13340,15.059,7.137,564667,64.5,60.9,364001,343753,20248,5.6
Montana,1979,206371,17956,13459,6.522,30.739,3180,15.779,2566,12.733,20460,1889,1900,8664,17557,27620,45177,21.891,8.508,19570,31718,12148,15.369,5.887,571917,64.5,61.2,368994,349806,19188,5.2
Montana,1980,210888,17977,-4729,-2.242,34.513,2698,13.18,2686,13.122,20476,1920,1930,8891,14656,21736,36392,17.257,6.95,27855,41121,13266,19.499,6.291,574833,64.7,60.6,372131,348596,23535,6.3
Montana,1981,208549,18114,-40,-0.019,36.422,2754,13.396,2580,12.549,20646,1871,1889,8304,14414,23565,37979,18.211,6.912,24587,38019,13432,18.23,6.441,581667,65.8,61.3,382677,356847,25830,6.7
Montana,1982,205793,17886,-5464,-2.655,34.948,2672,12.993,2835,13.785,20484,1987,2002,9366,14253,21707,35960,17.474,6.926,27927,41424,13497,20.129,6.559,588250,66,60.3,388163,354790,33373,8.6
Montana,1983,201401,18352,-3979,-1.976,35.738,2912,14.049,2426,11.705,20970,1679,1705,8800,14957,21031,35988,17.869,7.426,26344,39967,13623,19.844,6.764,596250,66.4,60.6,395691,361054,34637,8.8
Montana,1984,203904,19297,8512,4.175,31.76,3348,15.589,2341,10.9,21980,1676,1696,7204,17555,23337,40892,20.055,8.609,21476,32380,10904,15.88,5.348,601417,67,62,402950,372766,30184,7.5
Montana,1985,207120,19234,-1881,-0.908,34.172,2862,13.062,2991,13.651,21846,2155,2166,9694,13055,22333,35388,17.086,6.303,21599,37269,15670,17.994,7.566,603250,67,61.9,404277,373145,31132,7.7
Montana,1986,204138,19064,-3975,-1.947,33.244,2881,13.208,2952,13.534,21777,2160,2179,9827,14245,19687,33932,16.622,6.978,24025,37907,13882,18.569,6.8,600333,67.3,62,404222,372088,32134,7.9
Montana,1987,203863,19024,2926,1.435,37.683,2978,13.672,2967,13.622,21787,2095,2113,9059,17411,23926,41337,20.277,8.541,22529,38411,15882,18.842,7.791,597500,67.2,62.2,401602,371489,30113,7.5
Montana,1988,206454,19092,-878,-0.425,36.738,2796,12.781,2687,12.283,21930,1863,1879,9010,14907,23016,37923,18.369,7.221,23283,38801,15518,18.794,7.516,596083,67.8,63.3,404209,377497,26712,6.6
Montana,1989,209504,19132,6732,3.213,29.056,2620,11.925,2566,11.679,21998,1790,1804,7845,12403,24766,37169,17.741,5.92,18459,30437,11978,14.528,5.717,596333,68.3,64.3,407527,383273,24254,6
Montana,1990,218486,19524,10080,4.614,25.744,2587,11.644,2186,9.84,22417,1560,1577,6340,12006,26197,38203,17.485,5.495,18219,28123,9904,12.872,4.533,595669,67.7,63.6,403230,378832,24398,6.1
Montana,1991,223796,19647,2129,0.951,30.709,2685,11.893,2267,10.041,22786,1636,1666,7992,14014,22478,36492,16.306,6.262,22984,34363,11379,15.355,5.085,602293,66.9,62.2,402858,374895,27963,6.9
Montana,1992,230048,20087,12081,5.252,27.686,2932,12.707,2306,9.994,23386,1531,1570,7158,14137,29790,43927,19.095,6.145,19182,31846,12664,13.843,5.505,612721,68.4,63.8,419070,391005,28065,6.7
Montana,1993,239353,20524,6288,2.627,28.482,2713,11.492,2276,9.641,23826,1564,1584,7018,12849,27525,40374,16.868,5.368,23222,34086,10864,14.241,4.539,626483,67.9,63.7,425278,399352,25926,6.1
Montana,1994,246279,21254,6576,2.67,27.794,2997,12.353,2240,9.233,24639,1591,1611,7123,15453,25349,40802,16.567,6.275,23390,34226,10836,13.897,4.4,640828,68.1,64.4,436529,412510,24019,5.5
Montana,1995,254369,21935,11791,4.635,24.549,3167,12.656,2345,9.371,25434,1670,1691,7639,16486,26527,43013,16.91,6.481,20061,31222,11161,12.274,4.388,655757,67.5,63.6,442616,417361,25255,5.7
Montana,1996,260952,22440,5083,1.948,27.881,3127,12.212,2589,10.111,25874,1728,1751,8404,15732,25729,41461,15.888,6.029,23039,36378,13339,13.94,5.112,667269,67.2,63.5,448336,423434,24902,5.6
Montana,1997,266764,22951,5502,2.063,31.042,3210,12.282,2702,10.338,26390,1819,1845,8639,16343,30564,46907,17.584,6.126,26661,41405,14744,15.521,5.527,673364,67.2,63.5,452633,427819,24814,5.5
Montana,1998,275530,23481,3271,1.187,30.041,3293,12.307,2752,10.285,27028,1905,1945,8383,16441,28216,44657,16.208,5.967,25022,41386,16364,15.021,5.939,676543,68.4,64.5,462542,436497,26045,5.6
Montana,1999,282479,23690,11553,4.09,25.986,3029,11.142,2742,10.087,27328,1862,1905,8530,16806,31450,48256,17.083,5.949,23267,36703,13436,12.993,4.756,680888,68.5,64.9,466729,441984,24745,5.3
Montana,2000,294126,23942,10726,3.647,25.85,3118,11.317,2722,9.88,27750,1852,1889,8278,15873,32868,48741,16.571,5.397,24261,38015,13754,12.925,4.676,686936,68.4,65.1,470069,447383,22686,4.8
Montana,2001,301493,24187,4037,1.339,28.509,3103,11.109,2752,9.852,28108,1771,1801,9176,16233,30780,47013,15.593,5.384,28316,42976,14660,14.254,4.862,693174,67.1,64,465355,443866,21489,4.6
