Year,Country_Code,Country_Name,Host_city,Host_country,Gold,Silver,Bronze,MedalTotal,Population,LifeExpectancy,Region,IncomeGroup,GDP
1996,MAR,Morocco,Atlanta,United States,0,0,2,2,26999093.0,65.238,Middle East & North Africa,Lower middle income,132863150324.431
1996,TTO,Trinidad and Tobago,Atlanta,United States,0,0,2,2,1313434.0,69.009,Latin America & Caribbean,High income,19457443999.3167
1996,IND,India,Atlanta,United States,0,0,1,1,983281218.0,60.984,South Asia,Lower middle income,2625811484451.03
1996,ISR,Israel,Atlanta,United States,0,0,1,1,5692000.0,78.10487805,Middle East & North Africa,High income,171920187664.193
1996,LTU,Lithuania,Atlanta,United States,0,0,1,1,3601613.0,70.10804878,Europe & Central Asia,High income,47792384292.2538
1996,MEX,Mexico,Atlanta,United States,0,0,1,1,91586555.0,72.037,Latin America & Caribbean,Upper middle income,1666118457126.64
1996,MNG,Mongolia,Atlanta,United States,0,0,1,1,2357033.0,60.305,East Asia & Pacific,Upper middle income,12414457527.5703
1996,MOZ,Mozambique,Atlanta,United States,0,0,1,1,16079553.0,46.636,Sub-Saharan Africa,Low income,9282915340.89739
1996,PRI,Puerto Rico,Atlanta,United States,0,0,1,1,3724655.0,74.585,Latin America & Caribbean,High income,117986754087.485
1996,TUN,Tunisia,Atlanta,United States,0,0,1,1,9430550.0,72.38,Middle East & North Africa,Lower middle income,72053983374.89
1996,UGA,Uganda,Atlanta,United States,0,0,1,1,21249572.0,46.67,Sub-Saharan Africa,Low income,29043608326.1892
2000,USA,United States,Sydney,Australia,37,24,32,93,282162411.0,76.63658537,North America,High income,15535642028440.4
2000,RUS,Russia,Sydney,Australia,32,28,29,89,146596869.0,65.48365854,Europe & Central Asia,High income,2977274996668.97
2000,CHN,China,Sydney,Australia,28,16,14,58,1262645000.0,71.881,East Asia & Pacific,Upper middle income,5036769057117.47
2000,AUS,Australia,Sydney,Australia,16,25,17,58,19028802.0,79.23414634,East Asia & Pacific,High income,845827447438.269
2000,DEU,Germany,Sydney,Australia,13,17,26,56,82211508.0,77.92682927,Europe & Central Asia,High income,4093907265673.19
2000,FRA,France,Sydney,Australia,13,14,11,38,60921384.0,79.05609756,Europe & Central Asia,High income,2899119271787.45
2000,ITA,Italy,Sydney,Australia,13,8,13,34,56942108.0,79.77804878,Europe & Central Asia,High income,2874401132904.52
2000,NLD,Netherlands,Sydney,Australia,12,9,4,25,15925513.0,77.98780488,Europe & Central Asia,High income,891668518586.805
2000,CUB,Cuba,Sydney,Australia,11,11,7,29,11105791.0,76.183,Latin America & Caribbean,Upper middle income,
2000,GBR,Great Britain,Sydney,Australia,11,10,7,28,58892514.0,77.74146341,Europe & Central Asia,High income,2639231904948.61
2000,ROU,Romania,Sydney,Australia,11,6,9,26,22442971.0,71.16341463,Europe & Central Asia,High income,335297274016.714
2000,KOR,South Korea,Sydney,Australia,8,10,10,28,47008111.0,75.9097561,East Asia & Pacific,High income,1184127626613.68
2000,HUN,Hungary,Sydney,Australia,8,6,3,17,10210971.0,71.24634146,Europe & Central Asia,High income,228005099434.183
2000,POL,Poland,Sydney,Australia,6,5,3,14,38258629.0,73.74878049,Europe & Central Asia,High income,716691574584.747
2000,JPN,Japan,Sydney,Australia,5,8,5,18,126843000.0,81.07609756,East Asia & Pacific,High income,4974792351105.4
2000,BGR,Bulgaria,Sydney,Australia,5,6,2,13,8170172.0,71.66341463,Europe & Central Asia,High income,103489806316.366
2000,GRC,Greece,Sydney,Australia,4,6,3,13,10805808.0,77.88780488,Europe & Central Asia,High income,350801894844.448
2000,SWE,Sweden,Sydney,Australia,4,5,3,12,8872109.0,79.64390244,Europe & Central Asia,High income,421755533588.575
2000,NOR,Norway,Sydney,Australia,4,3,3,10,4490967.0,78.63414634,Europe & Central Asia,High income,349322640593.788
2000,ETH,Ethiopia,Sydney,Australia,4,1,3,8,67031867.0,50.538,Sub-Saharan Africa,Low income,54621558951.4727
2000,UKR,Ukraine,Sydney,Australia,3,10,10,23,49176500.0,67.67560976,Europe & Central Asia,Upper middle income,513608217995.89
2000,KAZ,Kazakhstan,Sydney,Australia,3,4,0,7,14883626.0,65.45,Europe & Central Asia,Upper middle income,200520165967.172
2000,BLR,Belarus,Sydney,Australia,3,3,11,17,9979610.0,68.91219512,Europe & Central Asia,Upper middle income,111662889847.167
2000,CAN,Canada,Sydney,Australia,3,3,8,14,30685730.0,79.16682927,North America,High income,1462709981458.8
2000,ESP,Spain,Sydney,Australia,3,3,5,11,40567864.0,78.96585366,Europe & Central Asia,High income,1605075384811.72
2000,TUR,Turkey,Sydney,Australia,3,0,2,5,64113547.0,71.861,Europe & Central Asia,Upper middle income,973419215453.345
2000,IRN,Iran,Sydney,Australia,3,0,1,4,65544383.0,69.691,Middle East & North Africa,Upper middle income,724514188449.189
2000,CZE,Czech Republic,Sydney,Australia,2,3,3,8,10255063.0,74.96829268,Europe & Central Asia,High income,304375286549.699
2000,KEN,Kenya,Sydney,Australia,2,3,2,7,30851606.0,54.411,Sub-Saharan Africa,Lower middle income,115114190550.448
2000,DNK,Denmark,Sydney,Australia,2,3,1,6,5339616.0,76.59268293,Europe & Central Asia,High income,310333187139.525
2000,FIN,Finland,Sydney,Australia,2,1,1,4,5176209.0,77.46585366,Europe & Central Asia,High income,245469350080.89
2000,AUT,Austria,Sydney,Australia,2,1,0,3,8011566.0,78.12682927,Europe & Central Asia,High income,438734020967.108
2000,LTU,Lithuania,Sydney,Australia,2,0,3,5,3499536.0,72.0195122,Europe & Central Asia,High income,57031551783.0675
2000,AZE,Azerbaijan,Sydney,Australia,2,0,1,3,8048600.0,64.891,Europe & Central Asia,Upper middle income,44841241661.8096
2000,BHS,Bahamas,Sydney,Australia,2,0,1,3,325014.0,72.041,Latin America & Caribbean,High income,11200515181.763
2000,SVN,Slovenia,Sydney,Australia,2,0,0,2,1988925.0,75.41219512,Europe & Central Asia,High income,60600224835.3686
2000,CHE,Switzerland,Sydney,Australia,1,6,2,9,7184250.0,79.6804878,Europe & Central Asia,High income,488435638286.753
2000,IDN,Indonesia,Sydney,Australia,1,3,2,6,214072421.0,66.433,East Asia & Pacific,Upper middle income,1308649633295.11
2000,SVK,Slovakia,Sydney,Australia,1,3,1,5,5388720.0,73.05121951,Europe & Central Asia,High income,98138663126.3435
2000,MEX,Mexico,Sydney,Australia,1,2,3,6,97873442.0,73.569,Latin America & Caribbean,Upper middle income,2046789116005.03
2000,NGA,Nigeria,Sydney,Australia,1,2,0,3,122851984.0,47.193,Sub-Saharan Africa,Lower middle income,415887588481.34
2000,DZA,Algeria,Sydney,Australia,1,1,3,5,30774621.0,70.478,Middle East & North Africa,Upper middle income,357259630247.6
2000,UZB,Uzbekistan,Sydney,Australia,1,1,2,4,24650400.0,65.724,Europe & Central Asia,Lower middle income,76544518898.5568
2000,LVA,Latvia,Sydney,Australia,1,1,1,3,2367550.0,70.31463415,Europe & Central Asia,High income,35530613995.3724
2000,YUG,Yugoslavia,Sydney,Australia,1,1,1,3,,,,,
2000,NZL,New Zealand,Sydney,Australia,1,0,3,4,3857700.0,78.63658537,East Asia & Pacific,High income,139117706875.414
2000,EST,Estonia,Sydney,Australia,1,0,2,3,1396985.0,70.41707317,Europe & Central Asia,High income,28864316341.5024
2000,THA,Thailand,Sydney,Australia,1,0,2,3,63066603.0,72.316,East Asia & Pacific,Upper middle income,732283861830.079
2000,HRV,Croatia,Sydney,Australia,1,0,1,2,4468302.0,72.80780488,Europe & Central Asia,High income,95152686229.0701
2000,CMR,Cameroon,Sydney,Australia,1,0,0,1,15091594.0,52.932,Sub-Saharan Africa,Lower middle income,56986832625.9303
2000,COL,Colombia,Sydney,Australia,1,0,0,1,39215135.0,71.32,Latin America & Caribbean,Upper middle income,430406416834.288
2000,MOZ,Mozambique,Sydney,Australia,1,0,0,1,17768505.0,49.491,Sub-Saharan Africa,Low income,12907884957.9139
2000,BRA,Brazil,Sydney,Australia,0,6,6,12,175873720.0,69.737,Latin America & Caribbean,Upper middle income,2437186456558.21
2000,JAM,Jamaica,Sydney,Australia,0,6,3,9,2612205.0,70.944,Latin America & Caribbean,Upper middle income,24821892264.8154
2000,BEL,Belgium,Sydney,Australia,0,2,3,5,10251250.0,77.72195122,Europe & Central Asia,High income,525011031395.501
2000,ZAF,South Africa,Sydney,Australia,0,2,3,5,46813266.0,58.47,Sub-Saharan Africa,Upper middle income,527220230425.637
2000,ARG,Argentina,Sydney,Australia,0,2,2,4,37070774.0,73.926,Latin America & Caribbean,Upper middle income,829385790279.617
2000,TPE,Chinese Taipei,Sydney,Australia,0,1,4,5,,,,,
2000,MAR,Morocco,Sydney,Australia,0,1,4,5,28554415.0,66.787,Middle East & North Africa,Lower middle income,146320214271.757
2000,PRK,North Korea,Sydney,Australia,0,1,3,4,23367059.0,60.763,East Asia & Pacific,Low income,
2000,MDA,Moldova,Sydney,Australia,0,1,1,2,2924668.0,66.417,Europe & Central Asia,Upper middle income,16749805343.5638
2000,SAU,Saudi Arabia,Sydney,Australia,0,1,1,2,21547390.0,72.467,Middle East & North Africa,High income,871439586344.637
2000,TTO,Trinidad and Tobago,Sydney,Australia,0,1,1,2,1332203.0,69.102,Latin America & Caribbean,High income,26122679066.8793
2000,IRL,Ireland,Sydney,Australia,0,1,0,1,3805174.0,76.53658537,Europe & Central Asia,High income,200968364044.42
2000,LKA,Sri Lanka,Sydney,Australia,0,1,0,1,18776371.0,70.355,South Asia,Lower middle income,124027586566.877
2000,URY,Uruguay,Sydney,Australia,0,1,0,1,3292224.0,75.025,Latin America & Caribbean,High income,61447071522.0626
2000,VNM,Vietnam,Sydney,Australia,0,1,0,1,79001142.0,72.462,East Asia & Pacific,Lower middle income,335560036797.161
2000,GEO,Georgia,Sydney,Australia,0,0,6,6,4077131.0,69.575,Europe & Central Asia,Upper middle income,23265219954.9197
2000,CRI,Costa Rica,Sydney,Australia,0,0,2,2,3979193.0,77.586,Latin America & Caribbean,Upper middle income,55867522710.2613
2000,PRT,Portugal,Sydney,Australia,0,0,2,2,10289898.0,76.31463415,Europe & Central Asia,High income,360475014692.724
2000,ARM,Armenia,Sydney,Australia,0,0,1,1,3168523.0,70.624,Europe & Central Asia,Upper middle income,14781654475.3627
2000,BRB,Barbados,Sydney,Australia,0,0,1,1,264657.0,74.089,Latin America & Caribbean,High income,4357522914.39174
2000,CHL,Chile,Sydney,Australia,0,0,1,1,15351799.0,76.87,Latin America & Caribbean,High income,271801379087.501
2000,ISL,Iceland,Sydney,Australia,0,0,1,1,281205.0,79.65365854,Europe & Central Asia,High income,13496353816.7858
2000,IND,India,Sydney,Australia,0,0,1,1,1059633675.0,62.669,South Asia,Lower middle income,3279034495944.35
2000,ISR,Israel,Sydney,Australia,0,0,1,1,6289000.0,78.95365854,Middle East & North Africa,High income,208614591519.023
2000,KWT,Kuwait,Sydney,Australia,0,0,1,1,1934901.0,76.722,Middle East & North Africa,High income,115032216411.109
2000,KGZ,Kyrgyzstan,Sydney,Australia,0,0,1,1,4898400.0,68.55853659,Europe & Central Asia,Lower middle income,17822509597.691
2000,MKD,Macedonia,Sydney,Australia,0,0,1,1,2026350.0,72.94634146,Europe & Central Asia,Upper middle income,24541734969.6698
2000,QAT,Qatar,Sydney,Australia,0,0,1,1,645937.0,74.828,Middle East & North Africa,High income,60104630486.6438
2004,USA,United States,Athens,Greece,36,39,26,101,292805298.0,77.48780488,North America,High income,17027620052801.6
2004,CHN,China,Athens,Greece,32,17,14,63,1296075000.0,73.748,East Asia & Pacific,Upper middle income,7215496573067.44
2004,RUS,Russia,Athens,Greece,28,26,36,90,144067316.0,65.47097561,Europe & Central Asia,High income,3768448888207.49
2004,AUS,Australia,Athens,Greece,17,16,17,50,19932722.0,80.4902439,East Asia & Pacific,High income,964108062907.191
2004,JPN,Japan,Athens,Greece,16,9,12,37,127761000.0,82.0302439,East Asia & Pacific,High income,5183689247918.63
2004,DEU,Germany,Athens,Greece,13,16,20,49,82516260.0,78.6804878,Europe & Central Asia,High income,4173894796618.85
2004,FRA,France,Athens,Greece,11,9,13,33,62716306.0,80.16341463,Europe & Central Asia,High income,3100129244783.52
2004,ITA,Italy,Athens,Greece,10,11,11,32,57685327.0,80.7804878,Europe & Central Asia,High income,2983888146539.79
2004,KOR,South Korea,Athens,Greece,9,12,9,30,48082519.0,77.66585366,East Asia & Pacific,High income,1451298556151.67
2004,GBR,Great Britain,Athens,Greece,9,9,12,30,59987905.0,78.74634146,Europe & Central Asia,High income,2911492145241.79
2004,CUB,Cuba,Athens,Greece,9,7,11,27,11225294.0,76.912,Latin America & Caribbean,Upper middle income,
2004,HUN,Hungary,Athens,Greece,8,6,3,17,10107146.0,72.64878049,Europe & Central Asia,High income,271616893370.639
2004,UKR,Ukraine,Athens,Greece,8,5,9,22,47451626.0,68.18536585,Europe & Central Asia,Upper middle income,720703216424.423
2004,ROU,Romania,Athens,Greece,8,5,6,19,21451748.0,71.56097561,Europe & Central Asia,High income,421442023998.532
2004,GRC,Greece,Athens,Greece,6,6,4,16,10955141.0,79.03902439,Europe & Central Asia,High income,421949406887.333
2004,BRA,Brazil,Athens,Greece,5,2,3,10,184722043.0,71.131,Latin America & Caribbean,Upper middle income,2723916728546.84
2004,NOR,Norway,Athens,Greece,5,0,1,6,4591910.0,79.84146341,Europe & Central Asia,High income,379518662375.674
2004,NLD,Netherlands,Athens,Greece,4,9,9,22,16281779.0,79.09512195,Europe & Central Asia,High income,934001499529.938
2004,SWE,Sweden,Athens,Greece,4,2,1,7,8993531.0,80.49756098,Europe & Central Asia,High income,466770642589.085
2004,ESP,Spain,Athens,Greece,3,11,6,20,42921895.0,79.87073171,Europe & Central Asia,High income,1819976064746.75
2004,CAN,Canada,Athens,Greece,3,6,3,12,31938807.0,79.99219512,North America,High income,1610875086776.22
2004,TUR,Turkey,Athens,Greece,3,3,5,11,67785075.0,73.24,Europe & Central Asia,Upper middle income,1134066417498.61
2004,POL,Poland,Athens,Greece,3,2,5,10,38182222.0,74.84634146,Europe & Central Asia,High income,804579316505.511
2004,NZL,New Zealand,Athens,Greece,3,2,0,5,4087500.0,79.54878049,East Asia & Pacific,High income,164219148040.706
2004,THA,Thailand,Athens,Greece,3,1,4,8,65311166.0,73.08,East Asia & Pacific,Upper middle income,916099809929.404
2004,BLR,Belarus,Athens,Greece,2,5,6,13,9730146.0,68.95609756,Europe & Central Asia,Upper middle income,146546387664.619
2004,AUT,Austria,Athens,Greece,2,4,1,7,8171966.0,79.1804878,Europe & Central Asia,High income,468352197759.842
2004,ETH,Ethiopia,Athens,Greece,2,3,2,7,75301026.0,53.235,Sub-Saharan Africa,Low income,66728416705.8756
2004,IRN,Iran,Athens,Greece,2,2,2,6,69061674.0,71.37,Middle East & North Africa,Upper middle income,908820662510.944
2004,SVK,Slovakia,Athens,Greece,2,2,2,6,5372280.0,73.95853659,Europe & Central Asia,High income,117622822317.05
2004,TPE,Chinese Taipei,Athens,Greece,2,2,1,5,,,,,
2004,GEO,Georgia,Athens,Greece,2,2,0,4,3927340.0,70.567,Europe & Central Asia,Upper middle income,30216621133.3328
2004,BGR,Bulgaria,Athens,Greece,2,1,9,12,7716860.0,72.56341463,Europe & Central Asia,High income,127507619350.535
2004,DNK,Denmark,Athens,Greece,2,1,5,8,5404523.0,77.49268293,Europe & Central Asia,High income,323993157801.906
2004,JAM,Jamaica,Athens,Greece,2,1,2,5,2664024.0,70.86,Latin America & Caribbean,Upper middle income,26950967999.3659
2004,UZB,Uzbekistan,Athens,Greece,2,1,2,5,25864350.0,67.401,Europe & Central Asia,Lower middle income,92845263281.1013
2004,MAR,Morocco,Athens,Greece,2,1,0,3,30033125.0,68.231,Middle East & North Africa,Lower middle income,181523309853.772
2004,ARG,Argentina,Athens,Greece,2,0,4,6,38668796.0,74.855,Latin America & Caribbean,Upper middle income,838300927445.919
2004,CHL,Chile,Athens,Greece,2,0,1,3,16017966.0,77.616,Latin America & Caribbean,High income,323245181807.772
2004,KAZ,Kazakhstan,Athens,Greece,1,4,3,8,15012984.0,66.06,Europe & Central Asia,Upper middle income,299355314840.782
2004,KEN,Kenya,Athens,Greece,1,4,2,7,34791836.0,56.361,Sub-Saharan Africa,Lower middle income,129952174356.235
2004,CZE,Czech Republic,Athens,Greece,1,3,5,9,10197101.0,75.72195122,Europe & Central Asia,High income,345863207662.214
2004,ZAF,South Africa,Athens,Greece,1,3,2,6,48556071.0,54.043,Sub-Saharan Africa,Upper middle income,604377466347.42
2004,HRV,Croatia,Athens,Greece,1,2,2,5,4304600.0,75.5202439,Europe & Central Asia,High income,114231078301.059
2004,LTU,Lithuania,Athens,Greece,1,2,0,3,3377075.0,71.96097561,Europe & Central Asia,High income,76418623050.5458
2004,EGY,Egypt,Athens,Greece,1,1,3,5,77522427.0,68.613,Middle East & North Africa,Lower middle income,830684067474.702
2004,CHE,Switzerland,Athens,Greece,1,1,3,5,7389625.0,81.08780488,Europe & Central Asia,High income,508997741402.525
2004,IDN,Indonesia,Athens,Greece,1,1,2,4,225938595.0,65.75,East Asia & Pacific,Upper middle income,1559826632366.69
2004,ZWE,Zimbabwe,Athens,Greece,1,1,1,3,12160881.0,44.502,Sub-Saharan Africa,Lower middle income,36433241471.6053
2004,AZE,Azerbaijan,Athens,Greece,1,0,4,5,8306500.0,67.346,Europe & Central Asia,Upper middle income,64937858840.7126
2004,BEL,Belgium,Athens,Greece,1,0,2,3,10421137.0,78.87804878,Europe & Central Asia,High income,564926556714.701
2004,BHS,Bahamas,Athens,Greece,1,0,1,2,343089.0,72.478,Latin America & Caribbean,High income,11759087827.5107
2004,ISR,Israel,Athens,Greece,1,0,1,2,6809000.0,80.14634146,Middle East & North Africa,High income,222129157493.666
2004,CMR,Cameroon,Athens,Greece,1,0,0,1,16809407.0,54.178,Sub-Saharan Africa,Lower middle income,70116829882.1785
2004,DOM,Dominican Republic,Athens,Greece,1,0,0,1,9043127.0,70.331,Latin America & Caribbean,Upper middle income,100701561934.947
2004,ARE,United Arab Emirates,Athens,Greece,1,0,0,1,3993339.0,76.453,Middle East & North Africa,High income,400329826280.977
2004,PRK,North Korea,Athens,Greece,0,4,1,5,23948930.0,69.437,East Asia & Pacific,Low income,
2004,LVA,Latvia,Athens,Greece,0,4,0,4,2263122.0,72.02682927,Europe & Central Asia,High income,47496223897.7808
2004,MEX,Mexico,Athens,Greece,0,3,1,4,103945813.0,74.372,Latin America & Caribbean,Upper middle income,2130175097106.17
2004,PRT,Portugal,Athens,Greece,0,2,1,3,10483861.0,77.67073171,Europe & Central Asia,High income,373430925816.122
2004,FIN,Finland,Athens,Greece,0,2,0,2,5228172.0,78.71463415,Europe & Central Asia,High income,271740967614.527
2004,SRB,Serbia and Montenegro,Athens,Greece,0,2,0,2,7463157.0,72.68292683,Europe & Central Asia,Upper middle income,98400470484.6357
2004,SVN,Slovenia,Athens,Greece,0,1,3,4,1997012.0,77.20731707,Europe & Central Asia,High income,69564521104.944
2004,EST,Estonia,Athens,Greece,0,1,2,3,1362550.0,71.9097561,Europe & Central Asia,High income,37543771036.1898
2004,HKG,Hong Kong,Athens,Greece,0,1,0,1,6783500.0,81.79926829,East Asia & Pacific,High income,304146390746.175
2004,IND,India,Athens,Greece,0,1,0,1,1136264583.0,64.524,South Asia,Lower middle income,4153328341065.76
2004,PRY,Paraguay,Athens,Greece,0,1,0,1,5416324.0,70.481,Latin America & Caribbean,Upper middle income,54890386155.2572
2004,COL,Colombia,Athens,Greece,0,0,2,2,41648268.0,72.695,Latin America & Caribbean,Upper middle income,491023739250.457
2004,NGA,Nigeria,Athens,Greece,0,0,2,2,136756848.0,48.767,Sub-Saharan Africa,Lower middle income,595796457196.355
2004,VEN,Venezuela,Athens,Greece,0,0,2,2,26226927.0,72.514,Latin America & Caribbean,,
2004,ERI,Eritrea,Athens,Greece,0,0,1,1,2763140.0,59.899,Sub-Saharan Africa,Low income,
2004,MNG,Mongolia,Athens,Greece,0,0,1,1,2537949.0,64.796,East Asia & Pacific,Upper middle income,17736146348.2644
2004,SYR,Syria,Athens,Greece,0,0,1,1,18084007.0,72.475,Middle East & North Africa,Low income,97872627772.2687
2004,TTO,Trinidad and Tobago,Athens,Greece,0,0,1,1,1361172.0,71.076,Latin America & Caribbean,High income,36285061092.6402
2008,CHN,China,Beijing,China,48,22,30,100,1324655000.0,74.872,East Asia & Pacific,Upper middle income,11348272829141.9
2008,USA,United States,Beijing,China,36,39,37,112,304093966.0,78.03902439,North America,High income,18495355655754.0
2008,RUS,Russia,Beijing,China,24,13,23,60,142742366.0,67.94926829,Europe & Central Asia,High income,4951957549655.98
2008,GBR,Great Britain,Beijing,China,19,13,19,51,61806995.0,79.6,Europe & Central Asia,High income,3135768689936.62
2008,DEU,Germany,Beijing,China,16,11,14,41,82110097.0,79.73658537,Europe & Central Asia,High income,4537959258854.15
2008,AUS,Australia,Beijing,China,14,15,17,46,21249199.0,81.39512195,East Asia & Pacific,High income,1098511563353.96
2008,KOR,South Korea,Beijing,China,13,11,8,32,49054708.0,79.51707317,East Asia & Pacific,High income,1736735345459.39
2008,JPN,Japan,Beijing,China,9,8,8,25,128063000.0,82.58756098,East Asia & Pacific,High income,5362539486135.2
2008,ITA,Italy,Beijing,China,8,9,10,27,58826731.0,81.48536585,Europe & Central Asia,High income,3077799624205.5
2008,FRA,France,Beijing,China,7,16,20,43,64379696.0,81.21463415,Europe & Central Asia,High income,3315609825135.01
2008,NLD,Netherlands,Beijing,China,7,5,4,16,16445593.0,80.25121951,Europe & Central Asia,High income,1045561115870.91
2008,UKR,Ukraine,Beijing,China,7,4,11,22,46258189.0,68.25146341,Europe & Central Asia,Upper middle income,884132489927.674
2008,KEN,Kenya,Beijing,China,6,4,6,16,39186895.0,59.614,Sub-Saharan Africa,Lower middle income,156938461030.929
2008,ESP,Spain,Beijing,China,5,11,3,19,45954106.0,81.17560976,Europe & Central Asia,High income,2052677702980.3
2008,JAM,Jamaica,Beijing,China,5,4,2,11,2711373.0,71.612,Latin America & Caribbean,Upper middle income,28150466764.1848
2008,POL,Poland,Beijing,China,4,5,2,11,38125759.0,75.54390244,Europe & Central Asia,High income,986011116347.067
2008,ETH,Ethiopia,Beijing,China,4,2,1,7,84357105.0,57.592,Sub-Saharan Africa,Low income,102117516049.557
2008,ROU,Romania,Beijing,China,4,1,4,9,20537875.0,72.56585366,Europe & Central Asia,High income,558564762138.718
2008,CUB,Cuba,Beijing,China,3,10,17,30,11276609.0,77.429,Latin America & Caribbean,Upper middle income,
2008,CAN,Canada,Beijing,China,3,9,8,20,33247298.0,80.72463415,North America,High income,1758764624346.07
2008,HUN,Hungary,Beijing,China,3,5,2,10,10038188.0,73.70243902,Europe & Central Asia,High income,298240483290.064
2008,NOR,Norway,Beijing,China,3,5,1,9,4768212.0,80.59268293,Europe & Central Asia,High income,412917994748.006
2008,BRA,Brazil,Beijing,China,3,4,10,17,192672317.0,72.715,Latin America & Caribbean,Upper middle income,3257825691169.88
2008,BLR,Belarus,Beijing,China,3,4,7,14,9527985.0,70.45609756,Europe & Central Asia,Upper middle income,211055441787.098
2008,CZE,Czech Republic,Beijing,China,3,3,1,7,10384603.0,76.97560976,Europe & Central Asia,High income,426736528752.821
2008,SVK,Slovakia,Beijing,China,3,3,0,6,5379233.0,74.70487805,Europe & Central Asia,High income,159210865828.827
2008,NZL,New Zealand,Beijing,China,3,2,4,9,4259800.0,80.35121951,East Asia & Pacific,High income,177535596317.766
2008,GEO,Georgia,Beijing,China,3,2,2,7,3848449.0,71.332,Europe & Central Asia,Upper middle income,41779159245.3223
2008,KAZ,Kazakhstan,Beijing,China,2,3,4,9,15776938.0,67.11,Europe & Central Asia,Upper middle income,408949256423.197
2008,DNK,Denmark,Beijing,China,2,2,3,7,5493621.0,78.44634146,Europe & Central Asia,High income,345890371301.094
2008,PRK,North Korea,Beijing,China,2,2,2,6,24469047.0,68.958,East Asia & Pacific,Low income,
2008,THA,Thailand,Beijing,China,2,2,2,6,67328239.0,75.492,East Asia & Pacific,Upper middle income,1074561401636.81
2008,MNG,Mongolia,Beijing,China,2,2,0,4,2633887.0,66.382,East Asia & Pacific,Upper middle income,24792841843.2819
2008,CHE,Switzerland,Beijing,China,2,1,4,7,7647675.0,81.99268293,Europe & Central Asia,High income,581497621915.552
2008,ARG,Argentina,Beijing,China,2,0,4,6,40273769.0,75.641,Latin America & Caribbean,Upper middle income,1118349580193.48
2008,MEX,Mexico,Beijing,China,2,0,2,4,109684489.0,74.152,Latin America & Caribbean,Upper middle income,2349030508297.82
2008,BEL,Belgium,Beijing,China,2,0,0,2,10709973.0,79.6804878,Europe & Central Asia,High income,617339545900.857
2008,ZWE,Zimbabwe,Beijing,China,1,3,0,4,12550347.0,46.723,Sub-Saharan Africa,Lower middle income,26306278964.8782
2008,SVN,Slovenia,Beijing,China,1,2,2,5,2021316.0,78.76585366,Europe & Central Asia,High income,84552633565.5528
2008,AZE,Azerbaijan,Beijing,China,1,1,4,6,8763400.0,68.811,Europe & Central Asia,Upper middle income,154735033506.153
2008,IDN,Indonesia,Beijing,China,1,1,4,6,237936543.0,68.226,East Asia & Pacific,Upper middle income,1960904059991.89
2008,BGR,Bulgaria,Beijing,China,1,1,3,5,7492561.0,72.96341463,Europe & Central Asia,High income,165023364064.228
2008,TUR,Turkey,Beijing,China,1,1,3,5,71051678.0,74.45,Europe & Central Asia,Upper middle income,1399914213576.4
2008,TPE,Chinese Taipei,Beijing,China,1,1,2,4,,,,,
2008,FIN,Finland,Beijing,China,1,1,2,4,5313399.0,79.56829268,Europe & Central Asia,High income,308338736362.088
2008,LVA,Latvia,Beijing,China,1,1,1,3,2177322.0,72.4195122,Europe & Central Asia,High income,62634503347.8825
2008,DOM,Dominican Republic,Beijing,China,1,1,0,2,9522948.0,71.658,Latin America & Caribbean,Upper middle income,133375087708.446
2008,EST,Estonia,Beijing,China,1,1,0,2,1337090.0,73.77073171,Europe & Central Asia,High income,46064972201.9166
2008,PRT,Portugal,Beijing,China,1,1,0,2,10558177.0,78.52439024,Europe & Central Asia,High income,393304861669.891
2008,TTO,Trinidad and Tobago,Beijing,China,1,1,0,2,1392803.0,71.47,Latin America & Caribbean,High income,47252368687.2294
2008,IND,India,Beijing,China,1,0,2,3,1206734806.0,66.149,South Asia,Lower middle income,5375764159725.89
2008,IRN,Iran,Beijing,China,1,0,1,2,73318394.0,72.624,Middle East & North Africa,Upper middle income,1067680306564.49
2008,CMR,Cameroon,Beijing,China,1,0,0,1,18777081.0,55.655,Sub-Saharan Africa,Lower middle income,79840710680.3141
2008,PAN,Panama,Beijing,China,1,0,0,1,3495276.0,76.225,Latin America & Caribbean,High income,76390855456.4977
2008,TUN,Tunisia,Beijing,China,1,0,0,1,10680380.0,75.185,Middle East & North Africa,Lower middle income,125286515044.621
2008,SWE,Sweden,Beijing,China,0,4,1,5,9219637.0,81.1,Europe & Central Asia,High income,517441561424.342
2008,LTU,Lithuania,Beijing,China,0,3,2,5,3198231.0,71.81219512,Europe & Central Asia,High income,100822740581.369
2008,NGA,Nigeria,Beijing,China,0,3,2,5,152382506.0,50.225,Sub-Saharan Africa,Lower middle income,765409481340.348
2008,HRV,Croatia,Beijing,China,0,2,3,5,4309705.0,75.91219512,Europe & Central Asia,High income,134211441429.034
2008,COL,Colombia,Beijing,China,0,2,1,3,43815313.0,74.295,Latin America & Caribbean,Upper middle income,605573119878.577
2008,GRC,Greece,Beijing,China,0,2,1,3,11077841.0,79.93902439,Europe & Central Asia,High income,461600228956.1
2008,ARM,Armenia,Beijing,China,0,1,4,5,2983421.0,72.398,Europe & Central Asia,Upper middle income,36203910075.1721
2008,UZB,Uzbekistan,Beijing,China,0,1,3,4,27302800.0,68.765,Europe & Central Asia,Lower middle income,127351021879.65
